Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017/02/17,14.636647590551414,14.719444606840455,14.46185457187798,14.691845893859863,23300,0.0,0
2017/02/21,14.719447329163675,14.719447329163675,14.535454413018615,14.563053131103516,13500,0.0,0
2017/02/22,14.627451486533273,14.627451486533273,14.333062799486287,14.443458557128906,21500,0.0,0
2017/02/23,14.360661956350851,14.388261554611589,14.268665927524284,14.2962646484375,9700,0.0,0
2017/02/24,14.241062100382155,14.360657691955566,14.232782574301545,14.360657691955566,37300,0.0,0
2017/02/27,14.333060963245273,14.45265657137332,14.213465355117226,14.241064071655273,24900,0.0,0
2017/02/28,14.047872281390228,14.241064175918357,13.863878496863158,14.204265594482422,81400,0.0,0
2017/03/01,14.268665098343027,14.507856338617747,14.268665098343027,14.342262268066406,41000,0.0,0
2017/03/02,14.397458366357936,14.397458366357936,14.09203005270492,14.204265594482422,31500,0.0,0
2017/03/03,14.25946390531002,14.287062622050126,14.149068161002209,14.204265594482422,45500,0.0,0
2017/03/06,14.158268993477058,14.333062047908776,14.130669397503015,14.287063598632812,27800,0.0,0
2017/03/07,14.231865130832688,14.544653510442894,14.075470941027584,14.406658172607422,28600,0.0,0
2017/03/08,14.517054021647631,14.526253886372796,14.36985969543457,14.36985969543457,19200,0.0,0
2017/03/09,14.351462103396758,14.655050647203261,14.351462103396758,14.590652465820312,36800,0.0,0
2017/03/10,14.572251784296737,14.627449215875858,14.452656179412166,14.471055030822754,30600,0.0,0
2017/03/13,14.443457621724027,14.710247571419055,14.443457621724027,14.526254653930664,20100,0.0,0
2017/03/14,14.498657557889086,14.498657557889086,14.23186757834311,14.388261795043945,18400,0.0,0
2017/03/15,14.609049175885461,14.609049175885461,14.535452021536198,14.581450462341309,19100,0.0,0
2017/03/16,14.572252715417115,14.59065156800333,14.452657102890766,14.507855415344238,48800,0.0,0
2017/03/17,14.42505857767887,14.710247376673468,14.42505857767887,14.682648658752441,68300,0.0,0
2017/03/20,14.599850886110204,14.719446494156914,14.599850886110204,14.609050750732422,10500,0.0,0
2017/03/21,14.397457524321094,14.572251433929493,14.001873016357422,14.001873016357422,20500,0.0,0
2017/03/22,14.029471235231696,14.029471235231696,13.836278481488712,13.900675773620605,38200,0.0,0
2017/03/23,14.011073680746836,14.057072129695884,13.965076109145231,13.992674827575684,7500,0.0,0
2017/03/24,14.213466547253645,14.213466547253645,13.845480704724066,13.91907787322998,13100,0.0,0
2017/03/27,13.799481126380359,14.075470924377441,13.799481126380359,14.075470924377441,45700,0.0,0
2017/03/28,13.983475711917317,14.231866823149009,13.974275846164849,14.149069786071777,22400,0.0,0
2017/03/29,14.112268964396733,14.30546172785076,14.112268964396733,14.176666259765625,26300,0.0,0
2017/03/30,14.10306920249376,14.204265078429206,14.057070758033156,14.139867782592773,31600,0.0,0
2017/03/31,14.121472632733429,14.369862894172911,14.047875453244131,14.259467124938965,34800,0.0,0
2017/04/03,14.296261818208439,14.664247615359653,14.21346479451258,14.627449035644531,28500,0.0,0
2017/04/04,14.62745021638072,14.691848394090949,14.27786411954195,14.305462837219238,53500,0.0,0
2017/04/05,14.27786472770691,14.41585919931864,13.854680570124168,13.91907787322998,35800,0.0,0
2017/04/06,14.167466754849423,14.30546209072981,13.909876689492352,14.231864929199219,38800,0.0,0
2017/04/07,14.250265761917449,14.507856740431054,14.029474246632208,14.443458557128906,52300,0.0,0
2017/04/10,14.369859917566522,14.590651410299149,14.029472813600206,14.047872543334961,19800,0.0,0
2017/04/11,14.038674421005405,14.250266075134277,13.882280208237319,14.250266075134277,23900,0.0,0
2017/04/12,14.231865219499971,14.397458397647876,14.02027271777294,14.03867244720459,13200,0.0,0
2017/04/13,14.139869551292845,14.158269282317578,13.799482423462466,14.01107406616211,49300,0.0,0
2017/04/17,14.011072853057115,14.121469474952237,13.98347413625703,14.03867244720459,13400,0.0,0
2017/04/18,14.001875229811555,14.250265459906352,13.992675364199439,14.22266674041748,29400,0.0,0
2017/04/19,14.195063591003418,14.296259449113562,14.084667870152206,14.195063591003418,37700,0.0,0
2017/04/20,14.176667295318223,14.53545413289727,14.112269995245349,14.507855415344238,36700,0.0,0
2017/04/21,14.443456696921997,14.618250615354642,14.39745825115828,14.609050750732422,24900,0.0,0
2017/04/24,14.710248055765401,14.857442394602602,14.572253582442391,14.839042663574219,47500,0.0,0
2017/04/25,14.866641138420844,15.161029793883467,14.857441273600786,15.078232765197754,34900,0.0,0
2017/04/26,15.069034470475644,15.63021400010687,15.050636493613375,15.602614402770996,103700,0.0,0
2017/04/27,15.61181202605545,15.860203102314259,15.381820678710938,15.381820678710938,36200,0.0,0
2017/04/28,15.381820837686863,15.455417999409969,15.078232326242214,15.142629623413086,42400,0.0,0
2017/05/01,15.473817227876477,15.473817227876477,15.10583143116672,15.161028861999512,19000,0.0,0
2017/05/02,15.253025679811,15.556614180039352,15.216227977656338,15.529014587402344,18800,0.0,0
2017/05/03,15.473815685175754,15.5290131105055,15.40941839650863,15.464615821838379,24000,0.0,0
2017/05/04,15.4002226197262,15.749810500534005,15.4002226197262,15.602614402770996,14100,0.0,0
2017/05/05,15.63941182692603,15.63941182692603,15.40022061195085,15.427820205688477,13800,0.0,0
2017/05/08,15.473822059332527,15.547419241654033,15.4278244783923,15.446224212646484,11800,0.0,0
2017/05/09,15.53821937452694,15.53821937452694,15.391025009883927,15.446224212646484,15000,0.0,0
2017/05/10,15.363422366210894,15.427819661298265,15.096631566912139,15.161028861999512,27900,0.0,0
2017/05/11,15.197825837950127,15.225423671513791,14.995432366779779,15.013832092285156,21800,0.0,0
2017/05/12,14.995434653959194,15.188628291843722,14.875839929321854,14.90343952178955,29200,0.0,0
2017/05/15,14.894238115157242,15.124229431152344,14.839038935938385,15.124229431152344,31700,0.0,0
2017/05/16,15.179428590508671,15.243825885596042,15.096631566912139,15.161028861999512,18000,0.0,0
2017/05/17,14.912640098882958,15.096633903057507,14.50785653721089,14.599852561950684,33100,0.0,0
2017/05/18,14.653208056085829,15.023033631061535,14.645847989593122,15.004633903503418,23000,0.0,0
2017/05/19,14.958639176145391,15.02303648011688,14.91263984852652,14.921839714050293,18300,0.0,0
2017/05/22,14.884121835022087,15.17942995903085,14.875841430038028,15.133432388305664,20400,0.0,0
2017/05/23,15.142628419342195,15.33122299562466,15.142628419342195,15.289824485778809,27300,0.0,0
2017/05/24,15.455418048276842,15.464617912858161,15.308223724365234,15.308223724365234,9400,0.0,0
